gene	transcript_biotype	SVTYPE	SVLEN	category	sv	cell_line	sample	location
ENTPD3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RPL14	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RPL14	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF619	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF619	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF620	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF620	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU5B-2P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU5B-2P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF621	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF621	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CTNNB1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CTNNB1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ULK4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ULK4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TRAK1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TRAK1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU4-78P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU4-78P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCK	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCK	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LYZL4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LYZL4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STT3B	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STT3B	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
OSBPL10	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
OSBPL10	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
OSBPL10-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
OSBPL10-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ARL6IP6	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
ARL6IP6	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
ZNF860	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZNF860	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GPD1L	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GPD1L	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CD200R1L-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CD200R1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GTPBP8	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NEPRO	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02044	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZDHHC23	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CCDC191	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZEB2	protein_coding	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
ZEB2	protein_coding	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
QTRT2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
DRD3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TMCC1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TMCC1-DT	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TRH	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02014	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC02021	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TRPC1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RPSA	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RPSA	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ASB8	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
CCDC184	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ZNF641	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
CLDN18	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
DZIP1L	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
OR10AD1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
H1-7	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
A4GNT	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
DBR1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ARMC8	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NME9	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GOLGB1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LZTFL1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LZTFL1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SENP1	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
PFKM	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
SEC61A1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SPSB4	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
SEC22A	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ADCY5	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
TMPRSS7	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6-1301P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-1301P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-230P	snRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR5092	miRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6-232P	snRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC03051	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZNF148	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ESRG	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ESRG	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA2D3-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA2D3-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LRTM1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LRTM1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02017	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LINC02017	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA1D	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CACNA1D	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LAPTM4A-DT	lncRNA	DEL	3196560	Deletion	DEL:chr2:18014602-21211162	HAP1	C516R_G1_C31	Within variant
ALDH1L1-AS2	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
EIF1B-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
EIF1B-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCR5AS	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCR5AS	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NECTIN3-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PTPN23-DT	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PTPN23-DT	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIF9-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KIF9-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GSK3B-DT	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MYLK-AS1	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ADAMTS9-AS2	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ADAMTS9-AS2	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SEMA3B-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SEMA3B-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PTPRG-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PTPRG-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TWF2-DT	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TWF2-DT	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
COPB2-DT	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZBTB47-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZBTB47-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
PPP2R3A	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
PCCB	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC00938	lncRNA	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
ARID2	protein_coding	INVt2t	7297656	Inversion	INVt2t:chr12:41084043-48381699	HEK293T	F3R_c5	Within variant
MSL2	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ERC2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ERC2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SLC6A20	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SLC6A20	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
LNCSRLR	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
CCDC13-AS2	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
CCDC13-AS2	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ACAD9-DT	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
ZKSCAN7-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZKSCAN7-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
HEG1	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GNL3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GNL3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19	snoRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19	snoRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19B	snoRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19B	snoRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19C	snoRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD19C	snoRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD69	snoRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SNORD69	snoRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GLT8D1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GLT8D1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SPCS1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SPCS1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NEK4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
NEK4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH4-AS1	lncRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH4-AS1	lncRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MUSTN1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MUSTN1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STIMATE-MUSTN1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STIMATE-MUSTN1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STIMATE	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
STIMATE	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR8064	miRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR8064	miRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ITIH3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TTC21A	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TTC21A	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TEX41	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
TEX41	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
USF3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
NAA50	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GRAMD1C	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
LINC01966	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
LINC01966	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
IMPDH2	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
IMPDH2	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU7-2P	snRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
RNU7-2P	snRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
LINC01911	lncRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
LINC01911	lncRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
RNU6-692P	snRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
RNU6-692P	snRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
RNU6-715P	snRNA	INVh2h	13706984	Inversion	INVh2h:chr2:143664991-157371975	HAP1	C516R_G1_D101	Within variant
RNU6-715P	snRNA	INVt2t	13706967	Inversion	INVt2t:chr2:143664991-157371958	HAP1	C516R_G1_D101	Within variant
QRICH1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
QRICH1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KRBOX1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
KRBOX1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ZBTB20	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
GPX1	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
GPX1	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
TBL1XR1-AS1	lncRNA	DEL	682249	Deletion	DEL:chr3:176709114-177391363	HEK293T	F3R_c6	Within variant
RNU6-681P	snRNA	DEL	682249	Deletion	DEL:chr3:176709114-177391363	HEK293T	F3R_c6	Within variant
LINC00501	lncRNA	DEL	682249	Deletion	DEL:chr3:176709114-177391363	HEK293T	F3R_c6	Within variant
TBL1XR1	protein_coding	DEL	682249	Deletion	DEL:chr3:176709114-177391363	HEK293T	F3R_c6	Within variant
NMNAT3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
H1-10	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
USP19	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
USP19	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
ACP3	protein_coding	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
RNU6ATAC29P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6ATAC29P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
IQCF3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
IQCF3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
FAM86JP	lncRNA	INVt2t	36615098	Inversion	INVt2t:chr3:110120544-146735642	HAP1	C516R_G1_D61	Within variant
MIR5787	miRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MIR5787	miRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SLC38A3	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
SLC38A3	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MAP4	protein_coding	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
MAP4	protein_coding	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-1181P	snRNA	INVh2h	35699956	Inversion	INVh2h:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
RNU6-1181P	snRNA	INVt2t	35699956	Inversion	INVt2t:chr3:29997342-65697298	HAP1	C516R_G1_D22	Within variant
